id,topic,stance,substance,source,line
1870,marijuana,Con,c-health,B4,"Whether it kills people or not, it still is harmful to your body. Ingesting smoke is not good for you."
1871,marijuana,Pro,p-not_addictive,B5,"There are many things that are harmful to the body. Smoking cigarettes is harmful to the body and is still legal. As you stated above alcohol is more harmful than smoking marijuana, but it is still legal."
1872,marijuana,Pro,p-right,K49,And ending the ban would mean ending cruel mandatory sentencing that ruins so many young peoples lives.
1873,marijuana,Pro,p-not_addictive,K49,"it don't harm no one but the smoker, and that is really debatable too"
1874,marijuana,Pro,p-medicine,K49,It even has medicinal benefit.
1875,marijuana,Pro,p-not_addictive,C16,"At least pot is a natural plant and not a man made substance. Plus, since it is from nature, doesn't that say everything?"
1876,marijuana,Pro,p-no_damage,C16,When do you ever here of fatalities on the road because of someone being high on pot?
1877,marijuana,Pro,p-legal,C17,"Also, police would work with real criminal cases, not with drug deals."
1878,marijuana,Con,c-mind,F42,"All that Marijuana is doing is making people less intelligent, less concerned about life, less concerned about school, etc."
1879,marijuana,Con,c-illegal,F42,It is just going to bring a revolution of persons who do not give a bit of care for succeeding in life.
1880,marijuana,Pro,p-legal,K103,There will always be drugs and there will always be terrorists.
1881,marijuana,Pro,p-right,K102,"If I want to use pot, that is my business!"
1882,marijuana,Con,c-illegal,I59,marijuana shouldnt be legalised becasuse then people will just get more and more of it because people will be abusing it
1883,marijuana,Pro,p-legal,I58,All the government would have to do is tax it and legalize it economy will shoot up!!!!!
1884,marijuana,Pro,p-not_addictive,K190,Once again as you failed to acknowledge marijuana does not cause reckless and uncontrollable actions like alcohol does.
1885,marijuana,Pro,p-legal,K190,"""I'm sure a lot of people would go out and buy it to try it or buy it to continue their addictions""   Once again you have nothing but speculation to back that up. This didn't happen with prohibition of alcohol and it didn't happen when Amsterdam legalized marijuana and it didn't happen when Portugal decriminalized all drugs."
1886,marijuana,Pro,p-legal,E12,"Instead of wasting money monitoring and prosecuting offenders, let's turn that frown upside down!"
1887,marijuana,Pro,p-right,E13,People can do what they like if the negative effects are cast upon themselves and not others
1888,marijuana,Pro,p-medicine,I83,watabout us tht useit for medical purposes?....Cancer or enfisema or eating disorders or cant sleep
1889,marijuana,Pro,p-not_addictive,B20,i smoke alot and thers nothing wrong with me i have really good grades and am in advanced classes so ye aweed rocks
1890,marijuana,Pro,p-right,H8,Making it illegal turns everyday citizens into criminals
1891,marijuana,Pro,p-not_addictive,H8,"For a drug that is in some ways not as bad as alcohol, some ways worse, but overall about on the same level, I think that it should be legalised."
1892,marijuana,Pro,p-legal,H8,"As mentioned by others, making it legal would be quite easy as you can apply the same laws as alcohol. Drug testing for drivers is now just as easy as alcohol testing so why not?"
1893,marijuana,Con,c-health,H9,it should not be legalized because weed is bad for your body and its not healthy.
1894,marijuana,Pro,p-right,K224,look at american history with alcohol prohibition... CRIME RATES DROPPED.
1895,marijuana,Pro,p-legal,K224,look at the netherlands when they legalized drugs 20 years ago... CRIME RATES DROPPED and also DRUG CONSUMPTION DROPPED..
1896,marijuana,Pro,p-medicine,I10," If 'dangerous' is the over-all term for anything that might shunt one from his formal, initial, eligible state of his body. An imaginary state of fully-functioning, flawless, ideal body. Structured by psychology, biology, culture and all kinds of institutions, to distinguish sanity from lunacy, health from illness, intelligence from ignorance."
1897,marijuana,Pro,p-legal,K76,"Legalizing it is morally and economically right, but estimates put revenue only at $10-15 billion dollars and the deficit of 2009 is 1.4 trillion and the debt is 12.4 trillion. It would help."
1898,marijuana,Pro,p-legal,K77,"The amount of money that the feds post fighting the war on drugs is nothing compared to what they would gain if they legalized, taxed, and regulated it."
1899,marijuana,Pro,p-right,I24,Its not the goverments job to tell me what natural and organic items I can put in my body.
1900,marijuana,Pro,p-legal,K42,it is a thing that people get killed over year after year its just easier to leagaslize it
1901,marijuana,Pro,p-right,K43,And don't forget so many lives ruined with excessive mandatory sentencing of jail times.
1902,marijuana,Pro,p-right,I25,"Prohibition has been unsuccessful many times in history, just look at what happened during alcohol prohibition. It causes crime to go up because of the fact that it is illegal."
1903,marijuana,Pro,p-legal,I25,"The black market profits go way up because you can't legally obtain it, which causes violent crime to increase because of the existence of the black market."
1904,marijuana,Con,c-health,E26,To say that it should be made legal because it is less harmful to you than alcohol or tobacco is not logical in any sense. The key term to realize here is HARMFUL. Whether it is more or less harmful than other legal drugs doesn't make a difference
1905,marijuana,Con,c-Other,E27,"Billions of dollars go towards terrorist organizations through the marijuana trade, and they would get even more as people went experimenting from pot to cocaine and heroin."
1906,marijuana,Con,c-illegal,E27,"Legalizing it would just put lots of new addicts on the streets, smoking up and dropping out of school."
1907,marijuana,Con,c-addiction,E27,It starts people down the path to harder drug use.
1908,marijuana,Pro,p-right,B14,"Most issues like this, such as sex between minors and alcohol, come down to one thing: it's your choice."
1909,marijuana,Pro,p-not_addictive,B15,"since marijuana IS less harmfull to the mind and body than both alcohol and tobacco, WHY are those who use it recreationally, denied to make that choice?"
1910,marijuana,Pro,p-right,O5,"And even if it was harmful, how can anyone tell me what I can and can't put into my own body?"
1911,marijuana,Pro,p-not_addictive,O5,"If it was harmful, then why do so many intelligent people use it?"
1912,marijuana,Pro,p-right,K99,I believe a person should be able to put into their body what they want.
1913,marijuana,Pro,p-not_addictive,K98," the Government allows the sale of many items that can kill us , Legalize it and tax, like they do everything else"
1914,marijuana,Pro,p-legal,K98," Legalize it and tax, like they do everything else.. it .."
1915,marijuana,Con,c-Other,C23, If you want to smoke pot don't expect to keep your job.
1916,marijuana,Con,c-mind,C23,"Using the ""medicinal value"" isn't a good excuse because they can isolate the medicinal value of the plant from the mind-altering part."
1917,marijuana,Con,c-illegal,C23,Being illegal has been somewhat of a deterrant but if we take off the deterrant more people will be stoned more often.
1918,marijuana,Pro,p-right,H2,people are gonna do it anyways
1919,marijuana,Pro,p-legal,H2,this could actually create more jobs
1920,marijuana,Con,c-Other,D10,"And you can do whatever you want, just as I'm allowed to be against whatever I want."
1921,marijuana,Con,c-illegal,D10,I'm against recreational use of those too :) Any drug that is not primarily for medical purposes.
1922,marijuana,Pro,p-right,D11," Everyone is entitled to their own preferences, so, why make them illegal?"
1923,marijuana,Pro,p-right,A1,"A lot of the US citizens have either used, grew, or sold Marijuana and have gotten caught by the police if we legalized Marijuana we could put restrictions on the use growth and sells of marijuana so that he people who sell grow and use it can sell grow and use it just under certain restrictions."
1924,marijuana,Pro,p-legal,A1,The Legalization of marijuana would lower are crime rates in the United States of America by at least 15 to 20%.
1925,marijuana,Con,c-illegal,K140,if we legalize pot there wil be a sharp increase in demand and consumption over a period of time
